tg_id;id;balance_ap;15353931;20000000;pos
94270259;84678;4546;0,000296081;5921,610563;59
7275013232;17675;4544;0,00029595;5919,005367;60
1268204388;12661;4499;0,000293019;5860,388457;61
1427287585;27580;4489;0,000292368;5847,362477;62
518265142;98081;4468;0,000291;5820,007918;63
90479410;75519;4464;0,00029074;5814,797526;64
453972335;30045;4447;0,000289633;5792,65336;65
6271744585;53703;4447;0,000289633;5792,65336;66
104113665;28223;4446;0,000289568;5791,350762;67
1327611100;7660;4419;0,000287809;5756,180616;68
1939545260;18707;4419;0,000287809;5756,180616;69
1912419493;1300;4394;0,000286181;5723,615666;70
222349001;1085;4389;0,000285855;5717,102676;71
6023544346;22575;4364;0,000284227;5684,537725;72
5837918214;71790;4350;0,000283315;5666,301353;73
337213868;161;4348;0,000283185;5663,696157;74
2031337893;5283;4303;0,000280254;5605,079246;75
6433436087;26709;4296;0,000279798;5595,96106;76
63439236;8726;4290;0,000279407;5588,145472;77
1332861572;30432;4273;0,0002783;5566,001306;78
956153693;36292;4256;0,000277193;5543,85714;79
332649122;14543;4253;0,000276997;5539,949346;80
1136668180;33802;4221;0,000274913;5498,266209;81
1804031343;23278;4211;0,000274262;5485,240229;82
1949110850;24545;4203;0,000273741;5474,819445;83
335350278;8398;4194;0,000273155;5463,096063;84
1269095356;148422;4141;0,000269703;5394,058369;85
1327972410;18916;4134;0,000269247;5384,940182;86
945413426;16510;4132;0,000269117;5382,334986;87
332127590;18092;4107;0,000267489;5349,770036;88
7293411854;24842;4100;0,000267033;5340,65185;89
341000646;32975;4097;0,000266837;5336,744056;90
284512088;92679;4090;0,000266381;5327,62587;91
5220324921;197492;4084;0,000265991;5319,810282;92
316685790;52209;4068;0,000264948;5298,968714;93
6131896387;41880;4043;0,00026332;5266,403763;94
7493622909;98346;4043;0,00026332;5266,403763;95
237381084;2557;4038;0,000262995;5259,890773;96
425328012;62953;4034;0,000262734;5254,680381;97
1793450873;54162;4024;0,000262083;5241,654401;98
802342009;50971;4010;0,000261171;5223,418029;99
1609838704;33211;4003;0,000260715;5214,299843;100
458924619;89107;3999;0,000260454;5209,089451;101
49738432;74174;3998;0,000260389;5207,786853;102
5751974056;175149;3968;0,000258435;5168,708912;103
2060941138;62372;3964;0,000258175;5163,49852;104
1071622876;39295;3956;0,000257654;5153,077736;105
200693082;56764;3956;0,000257654;5153,077736;106
5927005679;10908;3948;0,000257133;5142,656952;107
258556630;3509;3946;0,000257003;5140,051756;108
6579039177;19296;3916;0,000255049;5100,973816;109
305659944;27778;3907;0,000254463;5089,250434;110
1957627765;19149;3896;0,000253746;5074,921856;111
5690276800;98600;3894;0,000253616;5072,316659;112
625252026;50363;3873;0,000252248;5044,962101;113
6306558225;10091;3866;0,000251792;5035,843915;114
662442349;8848;3855;0,000251076;5021,515337;115
6938298056;26152;3834;0,000249708;4994,160779;116
997433977;74194;3833;0,000249643;4992,858181;117
732062262;136376;3830;0,000249448;4988,950387;118
899566109;17543;3821;0,000248861;4977,227005;119
108554903;26237;3819;0,000248731;4974,621809;120
26348792;46764;3816;0,000248536;4970,714015;121
349260169;17537;3814;0,000248405;4968,108819;122
1201406627;114285;3813;0,00024834;4966,806221;123
701826632;89368;3812;0,000248275;4965,503622;124
253366608;13839;3809;0,00024808;4961,595828;125
724633716;68175;3809;0,00024808;4961,595828;126
5917832982;170754;3809;0,00024808;4961,595828;127
2006158566;3019;3795;0,000247168;4943,359456;128
5599111141;79303;3790;0,000246842;4936,846466;129
2103692327;184610;3785;0,000246517;4930,333476;130
498930465;48016;3783;0,000246386;4927,72828;131
314485612;48735;3778;0,000246061;4921,21529;132
331036740;41630;3775;0,000245865;4917,307496;133
1251270960;74227;3765;0,000245214;4904,281516;134
1723867130;31943;3758;0,000244758;4895,16333;135
573720828;53408;3746;0,000243977;4879,532154;136
507041498;49448;3737;0,00024339;4867,808772;137
1747416803;522;3735;0,00024326;4865,203576;138
173648530;10388;3735;0,00024326;4865,203576;139
468554142;21405;3735;0,00024326;4865,203576;140
7089648632;18200;3719;0,000242218;4844,362007;141
